index,paths,label,bbox,width,height,dataset
2124,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_MBP1314_X014D_id3_s0_60.png,0,"[{'id': 0, 'bbox': (45, 72, 222, 222), 'score': [0.9195947051048279], 'center': (156, 183)}]",302,302,LCC_FASD
2142,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1308.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (60, 157, 174, 174), 'score': [0.8091387152671814], 'center': (147, 244)}]",272,480,liveness-detection-zalo-2022
613,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id53_s1_90.png,1,"[{'id': 0, 'bbox': (185, 201, 540, 540), 'score': [0.9425495266914368], 'center': (455, 471)}]",920,920,LCC_FASD
2436,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1401.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (17, 272, 185, 185), 'score': [0.7881672978401184], 'center': (109, 364)}]",240,480,liveness-detection-zalo-2022
290,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1570.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (71, 707, 914, 914), 'score': [0.8203580379486084], 'center': (528, 1164)}]",1080,1920,liveness-detection-zalo-2022
1757,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id53_s0_15.png,0,"[{'id': 0, 'bbox': (74, 104, 267, 267), 'score': [0.9098140001296997], 'center': (207, 237)}]",413,413,LCC_FASD
631,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/20241126_030745.mp4/output_0004.jpg,0,"[{'id': 0, 'bbox': (-157, 1287, 2766, 2766), 'score': [0.851371169090271], 'center': (1226, 2670)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
762,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_AK73S_REDMI3S_id50_s0_167.png,0,"[{'id': 0, 'bbox': (118, 115, 349, 349), 'score': [0.8776605129241943], 'center': (292, 289)}]",578,578,LCC_FASD
3042,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_SSM23B300_REDMIN4X_id47_s2_170.png,0,"[{'id': 0, 'bbox': (118, 117, 379, 379), 'score': [0.924964964389801], 'center': (307, 306)}]",568,568,LCC_FASD
155,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2530.png,0,"[{'id': 0, 'bbox': (62, 93, 250, 250), 'score': [0.9196420907974243], 'center': (187, 218)}]",395,395,LCC_FASD
1142,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1820.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (283, 598, 476, 476), 'score': [0.8177471160888672], 'center': (521, 836)}]",1080,1920,liveness-detection-zalo-2022
1269,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/6.mp4/output_0004.jpg,0,"[{'id': 0, 'bbox': (243, 615, 375, 375), 'score': [0.8343750238418579], 'center': (430, 802)}]",1080,1920,liveness-detection-zalo-2022
1194,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4255.png,0,"[{'id': 0, 'bbox': (80, 105, 275, 275), 'score': [0.8896215558052063], 'center': (217, 242)}]",422,422,LCC_FASD
499,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/25.mp4/output_0031.jpg,0,"[{'id': 0, 'bbox': (246, 897, 638, 638), 'score': [0.9025371670722961], 'center': (565, 1216)}]",1080,1920,liveness-detection-zalo-2022
238,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/20241126_024625.mp4/output_0019.jpg,0,"[{'id': 0, 'bbox': (-129, 1177, 2386, 2386), 'score': [0.9219849109649658], 'center': (1064, 2370)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
248,kaggle_datasets/liveness-detection-zalo-2022/train/frames/745.mp4/output_0003.jpg,0,"[{'id': 0, 'bbox': (82, 161, 326, 326), 'score': [0.6476247310638428], 'center': (245, 324)}]",480,852,liveness-detection-zalo-2022
368,kaggle_datasets/liveness-detection-zalo-2022/train/frames/782.mp4/output_0003.jpg,0,"[{'id': 0, 'bbox': (63, 424, 503, 503), 'score': [0.8692317605018616], 'center': (314, 675)}]",720,1280,liveness-detection-zalo-2022
795,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/38.mp4/output_0009.jpg,0,"[{'id': 0, 'bbox': (131, 199, 132, 132), 'score': [0.8961126208305359], 'center': (197, 265)}]",360,480,liveness-detection-zalo-2022
657,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1670.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (113, 274, 246, 246), 'score': [0.7783104181289673], 'center': (236, 397)}]",480,852,liveness-detection-zalo-2022
416,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6273.png,0,"[{'id': 0, 'bbox': (290, 250, 699, 699), 'score': [0.9230518937110901], 'center': (639, 599)}]",1134,1134,LCC_FASD
73,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_978.png,0,"[{'id': 0, 'bbox': (119, 139, 496, 496), 'score': [0.9069709777832031], 'center': (367, 387)}]",693,693,LCC_FASD
2666,kaggle_datasets/liveness-detection-zalo-2022/train/frames/594.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (344, 654, 450, 450), 'score': [0.88102126121521], 'center': (569, 879)}]",1080,1920,liveness-detection-zalo-2022
1403,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_VSVA2231WA_MEIZUM3S_id34_s0_113.png,0,"[{'id': 0, 'bbox': (155, 229, 451, 451), 'score': [0.9253413677215576], 'center': (380, 454)}]",774,774,LCC_FASD
403,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1605.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (287, 469, 460, 460), 'score': [0.8387879729270935], 'center': (517, 699)}]",1080,1920,liveness-detection-zalo-2022
2593,kaggle_datasets/liveness-detection-zalo-2022/train/frames/568.mp4/output_0003.jpg,0,"[{'id': 0, 'bbox': (339, 391, 479, 479), 'score': [0.8703446388244629], 'center': (578, 630)}]",1080,1920,liveness-detection-zalo-2022
2512,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_7276.png,0,"[{'id': 0, 'bbox': (175, 249, 696, 696), 'score': [0.8506652116775513], 'center': (523, 597)}]",1039,1039,LCC_FASD
2782,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_PRS133S_PRMD3_id57_s0_75.png,0,"[{'id': 0, 'bbox': (43, 51, 141, 141), 'score': [0.9404182434082031], 'center': (113, 121)}]",233,233,LCC_FASD
1,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/0.mp4/output_0002.jpg,0,"[{'id': 0, 'bbox': (207, 282, 95, 95), 'score': [0.9129149913787842], 'center': (254, 329)}]",480,720,liveness-detection-zalo-2022
56,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAGB_IPHONE7F_id14_s0_105.png,0,"[{'id': 0, 'bbox': (70, 90, 244, 244), 'score': [0.9030376076698303], 'center': (192, 212)}]",376,376,LCC_FASD
1096,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1808.mp4/output_0003.jpg,0,"[{'id': 0, 'bbox': (41, 179, 310, 310), 'score': [0.8579434156417847], 'center': (196, 334)}]",480,852,liveness-detection-zalo-2022
473,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_AAR7_IPHONE4S_id41_s1_60.png,0,"[{'id': 0, 'bbox': (193, 189, 570, 570), 'score': [0.9214335680007935], 'center': (478, 474)}]",924,924,LCC_FASD
619,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/20241126_030713.mp4/output_0015.jpg,0,"[{'id': 0, 'bbox': (-382, 1244, 2605, 2605), 'score': [0.9154892563819885], 'center': (920, 2546)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
1401,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_IIYAMAXB_SMG955U_id0_s3_135.png,0,"[{'id': 0, 'bbox': (102, 173, 422, 422), 'score': [0.8422722816467285], 'center': (313, 384)}]",588,588,LCC_FASD
1165,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_178.png,1,"[{'id': 0, 'bbox': (134, 148, 428, 428), 'score': [0.919283390045166], 'center': (348, 362)}]",628,628,LCC_FASD
2290,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/48.mp4/output_0018.jpg,1,"[{'id': 0, 'bbox': (138, 184, 161, 161), 'score': [0.9298430681228638], 'center': (218, 264)}]",360,480,liveness-detection-zalo-2022
1853,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id24_s0_45.png,1,"[{'id': 0, 'bbox': (58, 117, 305, 305), 'score': [0.8483949899673462], 'center': (210, 269)}]",476,476,LCC_FASD
682,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_379.png,0,"[{'id': 0, 'bbox': (132, 119, 387, 387), 'score': [0.9138715863227844], 'center': (325, 312)}]",547,547,LCC_FASD
1956,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/34.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (447, 740, 485, 485), 'score': [0.947597861289978], 'center': (689, 982)}]",1080,1920,liveness-detection-zalo-2022
3513,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_MBA1315_SMG955U_S0_id70_s0_75.png,0,"[{'id': 0, 'bbox': (137, 139, 390, 390), 'score': [0.8930132389068604], 'center': (332, 334)}]",627,627,LCC_FASD
1079,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/49.mp4/output_0018.jpg,0,"[{'id': 0, 'bbox': (118, 242, 108, 108), 'score': [0.9507429003715515], 'center': (172, 296)}]",360,480,liveness-detection-zalo-2022
497,kaggle_datasets/liveness-detection-zalo-2022/train/frames/814.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (373, 589, 367, 367), 'score': [0.9140379428863525], 'center': (556, 772)}]",1080,1920,liveness-detection-zalo-2022
2238,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_WIZARD1_id26_s0_47.png,0,"[{'id': 0, 'bbox': (63, 106, 335, 335), 'score': [0.9046549797058105], 'center': (230, 273)}]",435,435,LCC_FASD
2424,kaggle_datasets/liveness-detection-zalo-2022/train/frames/14.mp4/output_0002.jpg,0,"[{'id': 0, 'bbox': (78, 461, 268, 268), 'score': [0.8405519723892212], 'center': (212, 595)}]",480,852,liveness-detection-zalo-2022
1624,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id43_s1_153.png,0,"[{'id': 0, 'bbox': (143, 192, 474, 474), 'score': [0.9113739132881165], 'center': (380, 429)}]",733,733,LCC_FASD
833,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6653.png,0,"[{'id': 0, 'bbox': (183, 136, 347, 347), 'score': [0.8925865888595581], 'center': (356, 309)}]",565,565,LCC_FASD
1307,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_LG58020157_DOOX5MP_id57_s0_136.png,0,"[{'id': 0, 'bbox': (31, 37, 98, 98), 'score': [0.9060840010643005], 'center': (80, 86)}]",161,161,LCC_FASD
3595,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_MBA1315_SMG955U_S0_id83_s0_15.png,0,"[{'id': 0, 'bbox': (97, 135, 316, 316), 'score': [0.9285866022109985], 'center': (255, 293)}]",493,493,LCC_FASD
1542,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5484.png,0,"[{'id': 0, 'bbox': (8, 38, 144, 144), 'score': [0.8473623991012573], 'center': (80, 110)}]",198,198,LCC_FASD
1699,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2872.png,0,"[{'id': 0, 'bbox': (79, 158, 437, 437), 'score': [0.8696094751358032], 'center': (297, 376)}]",585,585,LCC_FASD
1434,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/FT720P_id2_s0_90.png,1,"[{'id': 0, 'bbox': (91, 119, 292, 292), 'score': [0.9148370027542114], 'center': (237, 265)}]",463,463,LCC_FASD
1448,kaggle_datasets/liveness-detection-zalo-2022/train/frames/22.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (84, 187, 306, 306), 'score': [0.743735134601593], 'center': (237, 340)}]",480,854,liveness-detection-zalo-2022
941,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1754.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (475, 729, 450, 450), 'score': [0.6559029817581177], 'center': (700, 954)}]",1080,1920,liveness-detection-zalo-2022
1510,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/13.mp4/output_0020.jpg,1,"[{'id': 0, 'bbox': (252, 1036, 490, 490), 'score': [0.736991286277771], 'center': (497, 1281)}]",864,1920,liveness-detection-zalo-2022
2715,kaggle_datasets/liveness-detection-zalo-2022/train/frames/609.mp4/output_0003.jpg,0,"[{'id': 0, 'bbox': (311, 538, 643, 643), 'score': [0.8957340717315674], 'center': (632, 859)}]",1080,1920,liveness-detection-zalo-2022
971,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4052.png,0,"[{'id': 0, 'bbox': (201, 193, 528, 528), 'score': [0.8609725832939148], 'center': (465, 457)}]",832,832,LCC_FASD
2901,kaggle_datasets/liveness-detection-zalo-2022/train/frames/664.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (40, 528, 863, 862), 'score': [0.8014903664588928], 'center': (471, 959)}]",1080,1920,liveness-detection-zalo-2022
853,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_ATMP253MG_XIAOMIMI6_id50_s0_30.png,0,"[{'id': 0, 'bbox': (144, 163, 510, 510), 'score': [0.8863818645477295], 'center': (399, 418)}]",776,776,LCC_FASD
1564,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/15.mp4/output_0027.jpg,1,"[{'id': 0, 'bbox': (154, 821, 623, 623), 'score': [0.9605310559272766], 'center': (465, 1132)}]",1080,1920,liveness-detection-zalo-2022
2220,kaggle_datasets/liveness-detection-zalo-2022/train/frames/453.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (142, 547, 668, 668), 'score': [0.8830628395080566], 'center': (476, 881)}]",1080,1920,liveness-detection-zalo-2022
519,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_364.png,0,"[{'id': 0, 'bbox': (110, 118, 356, 356), 'score': [0.901853084564209], 'center': (288, 296)}]",562,562,LCC_FASD
2516,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4553.png,0,"[{'id': 0, 'bbox': (33, 61, 352, 352), 'score': [0.7235606908798218], 'center': (209, 237)}]",417,417,LCC_FASD
1316,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/8.mp4/output_0014.jpg,0,"[{'id': 0, 'bbox': (-15, 434, 910, 910), 'score': [0.8838571906089783], 'center': (440, 889)}]",920,1920,liveness-detection-zalo-2022
2184,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id99_s0_135.png,0,"[{'id': 0, 'bbox': (79, 93, 302, 302), 'score': [0.9245827794075012], 'center': (230, 244)}]",454,454,LCC_FASD
2665,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_P223V5LSB_LS650_id33_s2_105.png,0,"[{'id': 0, 'bbox': (86, 108, 261, 261), 'score': [0.9055125117301941], 'center': (216, 238)}]",441,441,LCC_FASD
1768,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/24.mp4/output_0013.jpg,1,"[{'id': 0, 'bbox': (109, 400, 472, 472), 'score': [0.874673068523407], 'center': (345, 636)}]",720,1280,liveness-detection-zalo-2022
1746,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id113_s0_105.png,1,"[{'id': 0, 'bbox': (171, 191, 496, 496), 'score': [0.9513776898384094], 'center': (419, 439)}]",825,825,LCC_FASD
2065,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id84_s0_60.png,0,"[{'id': 0, 'bbox': (73, 118, 297, 297), 'score': [0.8858314156532288], 'center': (221, 266)}]",427,427,LCC_FASD
1936,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3110.png,0,"[{'id': 0, 'bbox': (106, 120, 377, 377), 'score': [0.8469998836517334], 'center': (294, 308)}]",570,570,LCC_FASD
2146,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1309.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (71, 234, 207, 207), 'score': [0.8265894055366516], 'center': (174, 337)}]",368,656,liveness-detection-zalo-2022
3399,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_LI510S_REDMI4_id47_s0_120.png,0,"[{'id': 0, 'bbox': (55, 99, 234, 233), 'score': [0.8900315761566162], 'center': (172, 215)}]",365,365,LCC_FASD
2142,kaggle_datasets/liveness-detection-zalo-2022/train/frames/429.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (100, 274, 319, 318), 'score': [0.7915863990783691], 'center': (259, 433)}]",480,852,liveness-detection-zalo-2022
1678,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/20.mp4/output_0009.jpg,1,"[{'id': 0, 'bbox': (94, 161, 140, 140), 'score': [0.9246541857719421], 'center': (164, 231)}]",360,480,liveness-detection-zalo-2022
857,kaggle_datasets/liveness-detection-zalo-2022/train/frames/913.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (30, 781, 996, 996), 'score': [0.8657647967338562], 'center': (528, 1279)}]",1080,1920,liveness-detection-zalo-2022
205,kaggle_datasets/macbook-attacks/attacks/frames/8.MOV/output_0006.jpg,0,"[{'id': 0, 'bbox': (206, 751, 831, 830), 'score': [0.5726787447929382], 'center': (621, 1166)}]",1080,1920,macbook-attacks
947,kaggle_datasets/liveness-detection-zalo-2022/train/frames/948.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (79, 332, 322, 322), 'score': [0.8231328725814819], 'center': (240, 493)}]",480,854,liveness-detection-zalo-2022
1748,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_MBP1314_IPHONE6SF_id8_s1_15.png,0,"[{'id': 0, 'bbox': (31, 61, 199, 199), 'score': [0.8981735706329346], 'center': (130, 160)}]",256,256,LCC_FASD
949,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6759.png,0,"[{'id': 0, 'bbox': (22, 59, 180, 180), 'score': [0.9091851711273193], 'center': (112, 149)}]",242,242,LCC_FASD
1837,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id22_s0_66.png,1,"[{'id': 0, 'bbox': (27, 81, 229, 229), 'score': [0.9343412518501282], 'center': (141, 195)}]",342,342,LCC_FASD
790,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3888.png,0,"[{'id': 0, 'bbox': (79, 82, 231, 231), 'score': [0.9166163802146912], 'center': (194, 197)}]",362,362,LCC_FASD
1923,kaggle_datasets/liveness-detection-zalo-2022/train/frames/363.mp4/output_0003.jpg,0,"[{'id': 0, 'bbox': (17, 378, 592, 592), 'score': [0.836864709854126], 'center': (313, 674)}]",720,1280,liveness-detection-zalo-2022
2350,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_LG58020157_LA319_id47_s3_15.png,0,"[{'id': 0, 'bbox': (54, 75, 200, 200), 'score': [0.9226555228233337], 'center': (154, 175)}]",301,301,LCC_FASD
1640,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1148.mp4/output_0004.jpg,0,"[{'id': 0, 'bbox': (2, 88, 406, 406), 'score': [0.7439119815826416], 'center': (205, 291)}]",480,852,liveness-detection-zalo-2022
539,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1644.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (113, 631, 783, 783), 'score': [0.8464075326919556], 'center': (504, 1022)}]",1080,1920,liveness-detection-zalo-2022
880,kaggle_datasets/liveness-detection-zalo-2022/train/frames/926.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (599, 472, 337, 337), 'score': [0.7769966125488281], 'center': (767, 640)}]",1080,1920,liveness-detection-zalo-2022
2615,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_HP15AC113UR_GZS5001_id56_s1_45.png,0,"[{'id': 0, 'bbox': (82, 97, 307, 307), 'score': [0.8841747641563416], 'center': (235, 250)}]",446,446,LCC_FASD
2451,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1409.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (397, 237, 511, 511), 'score': [0.7908304929733276], 'center': (652, 492)}]",1080,1920,liveness-detection-zalo-2022
383,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3516.png,0,"[{'id': 0, 'bbox': (96, 153, 536, 536), 'score': [0.9125528335571289], 'center': (364, 421)}]",846,846,LCC_FASD
2570,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1437.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (110, 470, 384, 384), 'score': [0.8429726362228394], 'center': (302, 662)}]",720,1280,liveness-detection-zalo-2022
2567,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_HP15AC113UR_GZS5001_id36_s0_75.png,0,"[{'id': 0, 'bbox': (84, 95, 242, 242), 'score': [0.8889616131782532], 'center': (205, 216)}]",398,398,LCC_FASD
2247,kaggle_datasets/liveness-detection-zalo-2022/train/frames/458.mp4/output_0004.jpg,0,"[{'id': 0, 'bbox': (96, 390, 647, 647), 'score': [0.762840211391449], 'center': (419, 713)}]",1080,1920,liveness-detection-zalo-2022
1536,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1117.mp4/output_0004.jpg,0,"[{'id': 0, 'bbox': (106, 493, 403, 403), 'score': [0.9513775706291199], 'center': (307, 694)}]",720,1280,liveness-detection-zalo-2022
1395,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/AAE5573GP98K_id159_s0_97.png,1,"[{'id': 0, 'bbox': (83, 116, 325, 325), 'score': [0.9089394807815552], 'center': (245, 278)}]",489,489,LCC_FASD
211,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5178.png,0,"[{'id': 0, 'bbox': (72, 127, 265, 265), 'score': [0.8419678211212158], 'center': (204, 259)}]",401,401,LCC_FASD
2663,kaggle_datasets/liveness-detection-zalo-2022/train/frames/594.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (349, 636, 443, 443), 'score': [0.8866777420043945], 'center': (570, 857)}]",1080,1920,liveness-detection-zalo-2022
2329,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_7108.png,0,"[{'id': 0, 'bbox': (61, 71, 151, 151), 'score': [0.8351231813430786], 'center': (136, 146)}]",264,264,LCC_FASD
1937,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1237.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (183, 394, 389, 389), 'score': [0.8863743543624878], 'center': (377, 588)}]",720,1280,liveness-detection-zalo-2022
31,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1492.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (8, 155, 416, 416), 'score': [0.8679444789886475], 'center': (216, 363)}]",480,854,liveness-detection-zalo-2022
2105,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3266.png,0,"[{'id': 0, 'bbox': (98, 125, 295, 295), 'score': [0.927772045135498], 'center': (245, 272)}]",494,494,LCC_FASD
1618,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id100_s0_15.png,1,"[{'id': 0, 'bbox': (46, 89, 229, 229), 'score': [0.9126184582710266], 'center': (160, 203)}]",331,331,LCC_FASD
474,kaggle_datasets/liveness-detection-zalo-2022/train/frames/81.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (110, 411, 489, 489), 'score': [0.7671014666557312], 'center': (354, 655)}]",720,1280,liveness-detection-zalo-2022
